번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
1090,105550,트루윈,032602,전자부품 제조업,"10,038,714","5,019,357,000","500",원(KRW),042-612-5000,대전광역시 유성구 엑스포로 385 (주)트루윈,1268
1091,026150,특수건설,064102,토목 건설업,"9,994,814","4,997,407,000","500",원(KRW),02-590-6400,서울특별시 서초구 효령로 358 -,1268
1092,033830,티비씨,106002,텔레비전 방송업,"100,000,000","50,000,000,000","500",원(KRW),537601900,대구광역시 수성구 동대구로 23 ,1268
1093,950160,티슈진,032101,기초 의약물질 및 생물학적 제제 제조업,"60,588,425","0","0",미국달러(USD),1-301-921-6000, ,1268
1094,064760,티씨케이,032309,기타 비금속 광물제품 제조업,"11,675,000","5,837,500,000","500",원(KRW),(031)677-0277,경기도 안성시 미양면 개정산업단지로 71- ,1268
1095,131290,티에스이,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","11,061,429","5,530,714,500","500",원(KRW),041-581-9955,충청남도 천안시 서북구 직산읍 군수1길 189 -,1268
1096,246690,티에스인베스트먼트,116402,신탁업 및 집합투자업,"22,421,004","11,210,502,000","500",원(KRW),02-6250-5700,"서울특별시 강남구 선릉로 531, 3층 302호 ",1268
1097,062860,티엘아이,032601,반도체 제조업,"9,872,720","4,936,360,000","500",원(KRW),031-784-6800,경기도 성남시 중원구 양현로 405번길 12 \1엘아이빌딩 7층, 8층, 9층 10층 ,1268
1098,104480,티케이케미칼,032005,화학섬유 제조업,"90,895,434","45,447,717,000","500",원(KRW),02-2001-6000,대구광역시 북구  원대로 128 연우빌딩 3층,1268
1099,081150,티플랙스,032509,기타 금속 가공제품 제조업,"24,268,402","12,134,201,000","500",원(KRW),031-488 -8800,"경기도 안산시 단원구 엠티브이1로 75 (목내동, (주)티플랙스)",1268
1100,130740,티피씨글로벌,033003,자동차 신품 부품 제조업,"9,450,000","4,725,000,000","500",원(KRW),053-854-7500,경상북도 경산시  진량읍 일연로 574 ,1268
1101,084730,팅크웨어,032604,통신 및 방송 장비 제조업,"10,425,682","5,212,841,000","500",원(KRW),02-589-9000,경기도 성남시 분당구 판교역로 240 삼환하이펙스 A동 9층 ,1268
1102,046210,파나진,032103,의료용품 및 기타 의약 관련제품 제조업,"31,961,360","15,980,680,000","500",원(KRW),042-861-9295,대전광역시 유성구  테크노10로 54 ,1268
1103,034230,파라다이스,189102,유원지 및 기타 오락관련 서비스업,"90,942,672","47,032,355,000","500",원(KRW),02-2277-0190,서울특별시 중구  동호로 268 파라다이스빌딩 ,1268
1104,033540,파라텍,032902,특수 목적용 기계 제조업,"16,671,620","8,335,810,000","500",원(KRW),02-3780-8704,경기도 부천시 원미구 길주로425번길 30-21 ,1268
1105,043200,파루,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","29,667,567","14,833,783,500","500",원(KRW),061 -759 -5190,전남 순천시 서면 선평리 42-2 ,1268
1106,214450,파마리서치프로덕트,074604,생활용품 도매업,"9,466,217","4,733,108,500","500",원(KRW),033-645-7640,강원도 강릉시  과학단지로 77-19 &nbsp,1268
1107,177830,파버나인,032602,전자부품 제조업,"10,711,272","5,355,636,000","500",원(KRW),032-814-6900,인천광역시 남동구 호구포로 33 (고잔동 728-2) 남동공단 157블럭 4로트 &nbsp,1268
1108,037070,파세코,032805,가정용 기기 제조업,"14,000,000","7,000,000,000","500",원(KRW),031 -491 -4032,경기도 안산시 단원구 원시로 248 ,1268
1109,150900,파수닷컴,105802,소프트웨어 개발 및 공급업,"8,805,061","4,402,530,500","500",원(KRW),02-300-9000,서울특별시 마포구 상암동 1605 누리꿈스퀘어 비즈니스센타 17층 ,1268
1110,047310,파워로직스,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","34,286,030","17,375,240,000","500",원(KRW),043-219-5600,충청북도 청원군  옥산면 과학산업4로 163 ,1268
1111,170790,파이오링크,032604,통신 및 방송 장비 제조업,"6,856,330","3,428,165,000","500",원(KRW),02-2025-6900,서울특별시 금천구  가산디지털2로 98 IT캐슬 1동 401호,1268
1112,049120,파인디앤씨,032602,전자부품 제조업,"22,207,425","11,103,712,500","500",원(KRW),031-463-8813,충청남도 아산시  음봉면 연암산로 169 (주)파인디엔씨 ,1268
1113,038950,파인디지털,032604,통신 및 방송 장비 제조업,"10,200,765","5,100,382,500","500",원(KRW),031-788-8800,경기도 성남시 분당구 성남대로925번길 41 ,1268
1114,106240,파인테크닉스,032604,통신 및 방송 장비 제조업,"34,761,694","17,380,847,000","500",원(KRW),031-463-8800,경기도 안양시 만안구  덕천로 38 (주) 파인테크닉스 ,1268
1115,131760,파인텍,032602,전자부품 제조업,"10,236,407","5,118,203,500","500",원(KRW),031-900-9700,경기도 고양시 일산동구 일산로 138 ,1268
1116,140860,파크시스템스,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","6,591,055","3,295,527,500","500",원(KRW),031-546-6900,"경기도 수원시 영통구 광교로 109, 4층(이의동, 나노소자특화팹센터) &nbsp",1268
1117,091700,파트론,032602,전자부품 제조업,"54,156,410","27,078,205,000","500",원(KRW),031-201-7700,경기도 화성시  삼성1로2길 22 (주)파트론,1268
1118,194510,파티게임즈,105802,소프트웨어 개발 및 공급업,"24,229,954","12,114,977,000","500",원(KRW),02)6005-0985,"서울특별시 강남구 삼성로 570 6, 7층(삼성동, 석천빌딩) ",1268
1119,038160,팍스넷,106309,기타 정보 서비스업,"11,077,521","5,538,760,500","500",원(KRW),02-2638-1801,"서울특별시 양천구 목동서로 201 23층 (목동, 케이티정보전산센터) &nbsp",1268
1120,032800,판타지오,189001,창작 및 예술관련 서비스업,"72,703,943","36,351,971,500","500",원(KRW),02-3452-6100,서울특별시 강남구 역삼로 248 판타지오 빌딩 ,1268
1121,043090,팜스웰바이오,074607,기타 전문 도매업,"25,355,720","12,677,860,000","500",원(KRW),02-569-7610,"서울특별시 금천구 디지털로10길 9 (가산동, 하이힐빌딩)",1268
1122,027710,팜스토리,031008,동물용 사료 및 조제식품 제조업,"88,347,431","45,974,044,500","500",원(KRW),02-501-1648,서울특별시 강남구  강남대로 310 유니온센터 3층 ,1268
1123,054300,팬스타엔터프라이즈,032901,일반 목적용 기계 제조업,"41,124,943","20,562,471,500","500",원(KRW),000-1577-3520,부산광역시 중구 해관로 30 팬스타크루즈프라자,1268
1124,068050,팬엔터테인먼트,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","13,742,997","6,871,498,500","500",원(KRW),02-380-2100,서울특별시 마포구  월드컵북로58길 10 ,1268
1125,222110,팬젠,032102,의약품 제조업,"9,615,781","4,807,890,500","500",원(KRW),031-733-9165,"경기도 수원시 영통구 신원로 306, 2동 4층(원천동 영통이노플렉스) &nbsp",1268
1126,060900,퍼시픽바이오,031902,석유 정제품 제조업,"40,721,211","4,072,121,100","100",원(KRW),02-6917-5300,"서울특별시 중구 소월로 1026층(남대문로5가, 단암빌딩) ",1268
1127,263750,펄어비스,105802,소프트웨어 개발 및 공급업,"12,066,300","6,033,150,000","500",원(KRW),031-476-8583,"경기도 안양시 동안구 시민대로327번길 24(관양동,아리온테크놀로지) 2~5층 &nbsp",1268
1128,087010,펩트론,032101,기초 의약물질 및 생물학적 제제 제조업,"7,418,184","3,709,092,000","500",원(KRW),042-360-8880,대전광역시 유성구 유성대로1628번길 37-24 ,1268
1129,043370,평화정공,033003,자동차 신품 부품 제조업,"21,000,000","10,500,000,000","500",원(KRW),(053)350-6311,대구 달서구 대천동 1032번지 ,1268
1130,119500,포메탈,032509,기타 금속 가공제품 제조업,"11,847,232","6,012,340,000","500",원(KRW),041-670-6200,충청남도 서산시  지곡면 무장산업로 229-7 ,1268
1131,016670,포비스티앤씨,074607,기타 전문 도매업,"40,078,058","20,039,029,000","500",원(KRW),02-2046-9375,서울특별시 강남구 언주로 726 두산빌딩 11층 ,1268
1132,056730,포스링크,074607,기타 전문 도매업,"37,351,909","18,675,954,500","500",원(KRW),031-724-2222,"경기도 성남시 분당구  대왕판교로 660 유스페이스1 A동 9층,10층 ",1268
1133,022100,포스코 ICT,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","152,034,729","76,017,364,500","500",원(KRW),054-280-1114,경상북도 포항시 남구  호동로 68 (주)포스코아이씨티 ,1268
1134,009520,포스코엠텍,032401,1차 철강 제조업,"41,642,703","20,821,351,500","500",원(KRW),054-280-8206,경상북도 포항시 남구  형산강북로 131 포스코엠텍,1268
1135,003670,포스코켐텍,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","59,070,000","29,535,000,000","500",원(KRW),(054) 290-0114,경상북도 포항시 남구  신항로 110 (주)포스코켐텍 ,1268
1136,189690,포시에스,105802,소프트웨어 개발 및 공급업,"7,168,563","3,584,281,500","500",원(KRW),02-828-1400,서울특별시 강남구 논현로 646 -,1268
1137,141020,포티스,074709,무점포 소매업,"43,559,591","21,779,795,500","500",원(KRW),031-709-1407,경기도 성남시 분당구  성남대로779번길 17 포티스빌딩 4층,1268
1138,039230,폭스브레인,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","45,671,560","22,835,780,000","500",원(KRW),02-3282-7026,"서울특별시 금천구 디지털로9길 99 309호(가산동, 스타밸리)",1268
1139,005670,푸드웰,031003,"과실, 채소 가공 및 저장 처리업","8,000,000","4,000,000,000","500",원(KRW),053-980-3320,대구광역시 달서구 성서서로 121 - ,1268
1140,094940,푸른기술,032603,컴퓨터 및 주변장치 제조업,"6,574,202","3,287,101,000","500",원(KRW),02-6959-4700,서울특별시 서초구 효령로60길 23-10 (주)푸른빌딩 2층,1268
1141,007330,푸른저축은행,116401,은행 및 저축기관,"15,082,800","15,082,800,000","1,000",원(KRW),02  -545 -9000,서울특별시 서초구 강남대로 581 ,1268
1142,093380,풍강,032509,기타 금속 가공제품 제조업,"9,879,313","4,939,656,500","500",원(KRW),031-359-3600,경기도 화성시  우정읍 남양만로 745 ,1268
1143,023900,풍국주정,031101,알코올음료 제조업,"12,600,000","6,300,000,000","500",원(KRW),053 -583 -2071,대구광역시 달서구 성서로 72 ,1268
1144,195440,퓨전데이타,105802,소프트웨어 개발 및 공급업,"8,408,250","4,204,125,000","500",원(KRW),02-547-7688,서울특별시 강남구 논현로 515 아승빌딩 6층 ,1268
1145,214270,퓨쳐스트림네트웍스,105802,소프트웨어 개발 및 공급업,"53,629,408","5,362,940,800","100",원(KRW),070-5020-9306,서울특별시 강남구 역삼로8길 15 홍우빌딩 7층,1268
1146,220100,퓨쳐켐,032102,의약품 제조업,"5,622,139","2,811,069,500","500",원(KRW),02-497-3114,서울특별시 성동구 연무장3길 21 2층 &nbsp,1268
1147,035200,프럼파스트,032202,플라스틱제품 제조업,"8,846,117","4,423,058,500","500",원(KRW),044-865-9681,대전광역시 중구  동서대로 1187 ,1268
1148,203690,프로스테믹스,032101,기초 의약물질 및 생물학적 제제 제조업,"45,165,630","4,516,563,000","100",원(KRW),02-545-2520,"서울특별시 강남구 언주로 708 (논현동, 경원빌딩)",1268
1149,053610,프로텍,032902,특수 목적용 기계 제조업,"9,460,203","4,730,101,500","500",원(KRW),031-470-0700,경기도 안양시 동안구 시민대로327번길 11-14(관양동) ,1268
1150,053160,프리엠스,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","6,000,000","3,000,000,000","500",원(KRW),032-679-1477,경기도 부천시 오정구 삼작로178번길 14 ,1268
1151,075130,플랜티넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","8,960,000","4,480,000,000","500",원(KRW),070-4489-7000,경기도 성남시 분당구  대왕판교로 670 유스페이스2 A동 6층,1268
1152,023770,플레이위드,105802,소프트웨어 개발 및 공급업,"3,075,469","1,537,734,500","500",원(KRW),031-724-2400,"경기도 성남시 분당구 판교로 256번길 25, 제C동  ",1268
1153,032580,피델릭스,032601,반도체 제조업,"20,567,273","10,283,636,500","500",원(KRW),031-785-3500,"경기도 성남시 분당구 백현로 93(수내동, 후너스빌딩 6층) ",1268
1154,051380,피씨디렉트,074605,기계장비 및 관련 물품 도매업,"7,540,136","3,770,068,000","500",원(KRW),(02)785-3001,"서울특별시 용산구 원효로 138 8층 (원효로3가, 청진빌딩) ",1268
1155,241820,피씨엘,032103,의료용품 및 기타 의약 관련제품 제조업,"8,921,164","4,460,582,000","500",원(KRW),070-4673-3433,"서울특별시 금천구 디지털로9길 99 (가산동, 스타밸리) 701호 &nbsp",1268
1156,237750,피앤씨테크,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","6,496,600","3,248,300,000","500",원(KRW),031-452-5791,경기도 안양시 동안구 전파로104번길 62 ,1268
1157,131390,피앤이솔루션,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","14,280,000","7,140,000,000","500",원(KRW),031-299-0100,경기도 수원시 권선구 산업로 185 -,1268
1158,054340,피앤텔,032604,통신 및 방송 장비 제조업,"24,584,758","12,292,379,000","500",원(KRW),054-979-3320,서울특별시 영등포구  선유로 27 대륭오피스텔 1111gh,1268
1159,024850,피에스엠씨,032602,전자부품 제조업,"38,726,201","19,363,100,500","500",원(KRW),031-522-3700,경기도 화성시 향남읍 발안공단로4길 16 구문천리 928,1268
1160,031980,피에스케이,032902,특수 목적용 기계 제조업,"20,331,604","10,165,802,000","500",원(KRW),031)660-8700,경기도 화성시  삼성1로4길 48 피에스케이,1268
1161,002230,피에스텍,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","19,669,243","9,834,621,500","500",원(KRW),031-3408-1790,서울특별시 성동구 왕십리로 46(성수동1가) ,1268
1162,137400,피엔티,032902,특수 목적용 기계 제조업,"8,266,666","4,133,333,000","500",원(KRW),054-469-6950,경북 구미시 공단동 270번지 ,1268
1163,128660,피제이메탈,032402,1차 비철금속 제조업,"24,803,369","12,401,684,500","500",원(KRW),02-555-4451,서울특별시 강남구 테헤란로81길 13삼성동 동원빌딩 11층 ,1268
1164,006140,피제이전자,032701,의료용 기기 제조업,"10,000,000","5,000,000,000","500",원(KRW),032 -326 -7000,경기도 부천시 오정구 삼작로 22 부천테크노파크1단지 101동 6층,1268
1165,087600,픽셀플러스,032602,전자부품 제조업,"8,166,558","4,083,279,000","500",원(KRW),031-888-5300,"경기도 수원시 영통구 광교로 105(이의동, 경기알앤디비센터6층) &nbsp",1268
1166,064800,필링크,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","54,600,335","5,460,033,500","100",원(KRW),02-2102-7313,서울특별시 영등포구  영등포로 272 ,1268
1167,161580,필옵틱스,032902,특수 목적용 기계 제조업,"5,818,200","2,909,100,000","500",원(KRW),031-292-8321,경기도 수원시 권선구 산업로156번길 17 &nbsp,1268
1168,270520,하나금융10호스팩,116601,금융 지원 서비스업,"4,602,000","460,200,000","100",원(KRW),02-3771-3423,서울특별시 영등포구 의사당대로 82(여의도동) ,1268
1169,230240,하나금융7호SPAC,116601,금융 지원 서비스업,"8,000,000","800,000,000","100",원(KRW),02-3771-3630,서울특별시 영등포구 의사당대로 82 ,1268
